NAME;CITY;ID NUMBER;GENDER;SOCIAL STATUS;AGE;EDUCATION LEVEL;NEWS TYPE;FAKE NEWS SHARED THIS MONTH
Cleveland Hegmann;Barranquilla;121-10-2334;F;6;22;Tecnico;Cientifica;4
Julio Powlowski;Cartagena;887-94-3211;F;1;17;Tecnico;;0
Donn White JD;Cartagena;105-97-0280;F;6;48;Profesional;Cientifica,Economica,Farandula,Politica;1
Ms. Willetta Ritchie;Cartagena;662-16-1134;F;4;41;Tecnico;Economica;6
Giuseppe Emmerich;Barranquilla;430-47-6564;F;5;27;Profesional;Cientifica,Farandula;6
Ludivina Zboncak;Santa Marta;754-13-4987;F;1;35;Profesional especializacion/master;Farandula,Politica,Economica,Cientifica;5
Newton Ledner;Cartagena;894-31-9208;M;3;21;Tecnico;;0
Genevive Goyette Ret.;Cartagena;387-69-5334;F;3;38;Tecnico;Politica;4
Irvin Larson;Cartagena;691-97-3012;F;6;48;Profesional especializacion/master;;0
Prof. Marquitta Corkery;Santa Marta;136-99-2844;F;2;48;Profesional;;0
Roseline Lockman;Cartagena;071-16-2768;M;6;36;Profesional;Cientifica,Economica,Farandula;6
Ryan Dare;Cartagena;431-12-8449;F;6;42;Tecnico;Cientifica,Farandula;6
Tamela Blanda;Santa Marta;699-78-7888;M;5;27;Profesional especializacion/master;Farandula,Politica,Cientifica,Economica;6
Daron Bogisich;Barranquilla;716-93-2528;M;3;34;Tecnico;Economica,Politica;4
Msgr. Lenna Medhurst;Cartagena;373-60-6107;M;6;17;Tecnico;;0
Miss Noelle Olson;Barranquilla;549-33-4608;F;2;23;Tecnico;Economica,Politica,Cientifica,Farandula;6
Christal Wolff LLD;Santa Marta;637-74-8570;M;2;39;Profesional;Farandula;5
Terrell Huel;Barranquilla;383-93-8957;M;2;19;Profesional;Cientifica,Politica,Farandula,Economica;1
Andre Emard JD;Cartagena;404-65-2333;F;5;14;Colegio;;0
Garry Dietrich;Cartagena;795-67-2795;F;2;18;Profesional;;0
Cassy Terry;Santa Marta;537-97-7513;F;4;39;Profesional;Politica,Cientifica,Economica,Farandula;6
Jonas Kautzer;Barranquilla;221-01-5857;F;2;52;Tecnico;Cientifica;1
Ms. Lenard Glover;Barranquilla;298-95-2210;F;6;59;Profesional especializacion/master;Economica,Cientifica;1
Fr. Zack Quitzon;Cartagena;608-71-8498;M;3;32;Tecnico;Economica,Farandula,Cientifica;4
Antonio Johnston;Barranquilla;746-16-2662;F;1;32;Profesional especializacion/master;Economica;4
Saran Hintz;Cartagena;857-19-1135;F;4;34;Tecnico;Politica;4
Tobi Kling;Santa Marta;075-87-2609;F;5;25;Profesional;Cientifica,Economica;6
Stacy Torphy;Cartagena;708-13-0509;M;4;20;Tecnico;Cientifica;1
Mohammed Cormier;Barranquilla;795-34-3088;M;6;17;Profesional;;0
Johnie Labadie;Cartagena;069-43-2622;F;3;49;Tecnico;;0
Allan Wehner;Santa Marta;038-63-4597;M;5;15;Colegio;;0
Fr. Kathyrn Boehm;Cartagena;007-21-1352;M;4;44;Tecnico;Cientifica,Politica;4
Benito Lubowitz;Santa Marta;107-28-2556;M;4;27;Profesional;Farandula;6
Roxann Satterfield;Cartagena;367-92-4846;F;5;50;Tecnico;;0
Prof. Loyd Gislason;Cartagena;869-87-2134;M;2;40;Tecnico;Cientifica,Farandula,Economica,Politica;5
Louie Mertz;Santa Marta;892-67-9346;F;1;31;Profesional especializacion/master;Cientifica,Economica;6
Charise Cremin;Barranquilla;154-55-5621;M;5;20;Profesional;Farandula,Politica,Economica;1
Herschel Wehner;Santa Marta;764-81-0869;M;6;15;Colegio;Farandula;1
Gov. Homer Lind;Cartagena;898-99-7226;M;6;39;Profesional especializacion/master;Farandula,Cientifica,Economica;5
Roland Murray;Cartagena;018-98-3719;F;4;18;Profesional;Economica,Cientifica,Farandula;1
Narcisa Krajcik;Santa Marta;543-94-5105;M;3;25;Profesional;Politica;4
Doreatha Schimmel;Cartagena;443-12-5942;M;1;51;Tecnico;;0
Frederic Flatley;Santa Marta;364-51-4505;M;2;51;Tecnico;;0
Terry Braun;Barranquilla;116-15-0179;M;3;36;Profesional;Politica;6
Bridget Walker;Cartagena;593-85-6338;M;2;22;Profesional;Economica,Politica;4
Clifford Carroll I;Cartagena;573-70-9014;M;5;27;Profesional especializacion/master;Farandula,Cientifica;5
Florance Moen VM;Cartagena;323-79-9254;F;6;32;Profesional especializacion/master;Cientifica,Politica,Economica,Farandula;4
Candyce Bechtelar;Barranquilla;609-82-6202;M;1;22;Profesional;Economica,Politica;6
Buck Shanahan;Cartagena;486-75-4341;F;3;36;Tecnico;Economica,Farandula,Politica;4
Gov. Vernie Schoen;Barranquilla;400-40-5132;M;4;18;Profesional;;0
Trinidad D'Amore;Barranquilla;373-05-8006;F;4;22;Profesional;Politica,Economica,Cientifica,Farandula;4
Elbert Carroll DC;Santa Marta;446-69-3567;F;5;28;Profesional;Farandula;4
Prof. Roman Runolfsson;Cartagena;187-01-7309;M;2;51;Tecnico;Economica,Politica;1
Burton Bechtelar;Barranquilla;399-83-5261;M;4;44;Profesional;Cientifica,Economica,Politica;6
Pres. Dee Bernhard;Santa Marta;895-95-0224;F;2;25;Profesional;Politica,Economica;5
Jerilyn Homenick;Barranquilla;693-47-8368;M;1;44;Tecnico;Economica,Politica;4
Mark Mohr;Cartagena;334-07-5336;M;3;25;Tecnico;Politica,Economica,Farandula,Cientifica;6
The Hon. Cleotilde Boehm;Cartagena;785-46-2094;F;3;58;Profesional;Politica;1
Shelli Kerluke;Santa Marta;860-85-0341;M;6;22;Profesional;Farandula;6
Macy Quitzon;Barranquilla;352-44-8841;F;5;54;Profesional;Economica,Farandula,Politica,Cientifica;1
Peter Hand;Santa Marta;143-56-5910;F;2;29;Profesional;Farandula;6
Laverne Willms;Santa Marta;419-23-2189;M;4;26;Profesional;Politica,Farandula;5
Msgr. Cleo McKenzie;Barranquilla;648-28-5092;F;6;42;Tecnico;Economica,Cientifica;5
Rolando Hirthe MD;Cartagena;340-88-8572;F;4;31;Profesional;Farandula;6
Tyrell Upton Ret.;Santa Marta;374-94-0091;F;3;28;Profesional especializacion/master;Economica,Politica;4
Bonny Mante DDS;Santa Marta;637-03-9739;M;4;26;Tecnico;Economica,Cientifica,Politica;4
Hugo Brown;Santa Marta;876-93-4568;M;4;55;Profesional;;0
The Hon. Gil Howe;Cartagena;042-32-4980;M;5;44;Tecnico;Economica,Cientifica;4
Erin MacGyver;Barranquilla;711-35-4092;F;2;53;Tecnico;;0
Elvis Schimmel;Cartagena;321-88-7329;F;4;25;Profesional;Economica,Farandula,Politica;5
Gil Bayer II;Cartagena;496-47-6544;F;4;24;Tecnico;Farandula,Economica;5
Tanner Witting;Santa Marta;372-58-0989;F;2;22;Tecnico;Cientifica,Politica,Farandula,Economica;4
Prof. Adelina Orn;Cartagena;180-66-6314;M;4;24;Tecnico;Farandula;5
Jasper Lakin;Santa Marta;767-98-0727;F;6;40;Profesional especializacion/master;Politica,Farandula,Economica,Cientifica;5
Ellis Hermann;Santa Marta;278-54-8416;M;1;19;Tecnico;Cientifica;1
Esmeralda Dietrich;Santa Marta;138-33-8937;M;5;41;Profesional;Cientifica,Farandula,Economica,Politica;6
Oliver Metz;Barranquilla;097-11-8322;M;4;43;Tecnico;Politica,Farandula;4
Tiffany Muller;Cartagena;369-77-1101;F;4;35;Tecnico;Farandula,Cientifica,Economica;4
Xiomara Rowe;Barranquilla;766-26-9256;M;3;42;Profesional doctorado;Politica,Cientifica;4
Agnus Farrell;Santa Marta;873-95-9429;F;6;35;Profesional;Cientifica,Economica,Politica,Farandula;5
Francesco Spinka V;Cartagena;072-84-4063;M;4;34;Profesional;Economica,Farandula,Politica;5
Foster Boyer;Barranquilla;375-43-9880;F;3;23;Tecnico;Politica,Economica;6
Claudio Hammes;Santa Marta;757-08-4088;F;6;51;Profesional;Economica,Cientifica;1
Sammy Rau;Santa Marta;380-57-7033;M;4;34;Profesional especializacion/master;Economica,Politica,Farandula,Cientifica;6
Dalton Kiehn Sr.;Barranquilla;250-66-2555;M;5;34;Profesional;Economica,Farandula,Politica;5
Brandie Gerlach;Santa Marta;349-53-9325;M;5;30;Profesional;Farandula;5
Numbers Heathcote VM;Cartagena;539-86-8059;F;1;51;Tecnico;;0
Elliot Reichert;Santa Marta;258-58-3595;M;6;45;Profesional;Cientifica,Economica,Politica,Farandula;6
Lee Thiel;Santa Marta;312-22-7246;F;3;35;Profesional;Politica,Economica;4
Jake Gaylord;Barranquilla;253-83-4084;M;1;46;Profesional;;0
Garry Gulgowski;Barranquilla;154-87-3354;M;4;38;Profesional;Cientifica,Politica,Farandula,Economica;6
Akiko Boehm;Barranquilla;169-06-6908;M;4;45;Tecnico;Politica,Economica;4
Winifred Wilderman;Cartagena;504-94-0508;M;3;25;Tecnico;Politica;4
Lin O'Keefe;Santa Marta;124-80-7591;M;3;58;Tecnico;;0
Felton Schamberger;Barranquilla;227-57-1457;M;3;40;Profesional;Economica,Farandula,Cientifica,Politica;5
Hanh Runte;Santa Marta;381-93-3717;M;5;24;Profesional;Economica,Politica,Farandula,Cientifica;5
Shayne Greenholt;Barranquilla;286-73-7823;M;4;19;Profesional;;0
Parthenia Tillman;Santa Marta;881-39-8634;F;2;18;Profesional;;0
Danny Rowe;Cartagena;131-13-5234;M;4;40;Tecnico;Politica;6
Voncile Quigley;Cartagena;671-89-3472;M;4;57;Profesional;;0
Charla Runolfsdottir Ret.;Santa Marta;769-96-2968;M;6;36;Tecnico;Farandula,Economica,Politica;4
Miss Torri Boehm;Santa Marta;659-03-6406;M;2;39;Profesional especializacion/master;Cientifica;4
Laurence Cremin;Cartagena;808-61-7429;F;3;17;Profesional;Cientifica,Politica;1
Marquitta Pagac;Barranquilla;491-20-6551;M;3;24;Profesional;Politica,Cientifica;5
Lakeisha Heller;Barranquilla;853-09-2823;M;4;34;Tecnico;Cientifica,Economica;4
Richard Ernser DC;Santa Marta;636-77-4012;F;3;47;Profesional doctorado;Economica,Cientifica;1
Lenard Gutkowski V;Cartagena;025-97-3855;M;3;34;Profesional especializacion/master;Politica,Farandula;4
Dr. Hung Larkin;Cartagena;010-86-4694;M;5;16;Profesional;;0
Alberto Jenkins;Santa Marta;741-83-2103;F;3;44;Profesional;Cientifica,Farandula;6
Veronika Wolf;Barranquilla;758-92-2605;M;2;51;Profesional;;0
Dane Runte;Santa Marta;865-37-8110;M;5;34;Tecnico;Economica,Farandula,Politica;5
Meghann Satterfield;Barranquilla;101-93-2099;M;1;18;Profesional;;0
Sen. Fritz Gulgowski;Barranquilla;741-30-6627;M;1;14;Colegio;Politica,Cientifica,Economica;1
Enrique Mertz II;Barranquilla;147-83-0456;F;2;60;Profesional doctorado;Economica,Farandula;1
Eric Gerlach;Cartagena;112-87-1960;F;6;36;Tecnico;Politica,Farandula,Cientifica;6
Clara Waters JD;Barranquilla;843-63-2798;F;2;53;Tecnico;;0
Rep. Pierre Schinner;Barranquilla;009-72-6916;F;4;35;Tecnico;Economica,Farandula,Politica;5
Pres. Vincenzo Quigley;Santa Marta;081-48-9132;M;6;48;Profesional;Politica,Economica,Farandula,Cientifica;1
Shakia Gorczany II;Santa Marta;540-85-2714;F;4;23;Profesional;Farandula,Cientifica;6
Mr. Damian Goyette;Cartagena;145-35-4384;F;1;37;Profesional;Politica,Farandula,Cientifica;4
Fr. Rhona Goodwin;Cartagena;585-79-5387;M;4;19;Tecnico;;0
Sen. Cherish Kirlin;Barranquilla;221-08-7318;M;1;56;Tecnico;;0
Paula Predovic PhD;Barranquilla;451-38-8100;M;3;59;Profesional doctorado;Economica,Farandula;1
Lakisha Gibson;Barranquilla;454-82-6194;M;1;45;Tecnico;Economica,Politica,Cientifica,Farandula;6
Mr. Lera Cummings;Santa Marta;788-39-1831;F;3;22;Tecnico;Politica,Economica,Cientifica;6
Noemi Bartell;Cartagena;767-74-5755;M;5;49;Tecnico;Politica;1
Reinaldo Kunze;Cartagena;809-76-6547;F;4;15;Colegio;;0
Serena Russel;Cartagena;447-76-6333;M;6;40;Profesional;Politica;4
Ms. Erwin Brakus;Cartagena;300-15-5399;F;2;52;Tecnico;;0
Fr. Berry Howell;Cartagena;749-21-5791;M;6;40;Tecnico;Cientifica,Economica,Farandula,Politica;5
Ana Schaefer;Barranquilla;088-48-7214;M;1;51;Tecnico;;0
Kathrine Will;Cartagena;441-27-8960;M;4;15;Colegio;Cientifica,Economica,Politica,Farandula;1
Dr. Buck Hartmann;Cartagena;635-81-2629;F;6;41;Tecnico;Cientifica;5
Freddy Schuppe;Cartagena;699-45-8942;M;2;42;Profesional;Economica;6
Fairy Lakin;Santa Marta;551-12-8911;M;1;40;Tecnico;Politica,Farandula,Economica;5
Emile Bernhard;Barranquilla;114-92-1302;F;1;38;Profesional;Cientifica;5
Bud Rosenbaum DO;Santa Marta;694-86-9980;F;6;15;Colegio;;0
Lauren Fadel;Santa Marta;560-52-7965;F;3;27;Profesional;Cientifica,Politica,Economica;6
Genaro Moore;Barranquilla;428-36-4253;F;4;52;Profesional doctorado;Economica;1
Marivel Berge DDS;Barranquilla;551-45-2399;M;6;37;Tecnico;Politica,Cientifica,Farandula,Economica;4
Carli McDermott;Santa Marta;529-18-1145;M;1;53;Tecnico;Economica,Farandula,Politica,Cientifica;1
Marjorie Farrell;Barranquilla;064-14-2646;F;5;48;Tecnico;;0
Ivory Hermiston;Barranquilla;802-32-3140;F;4;18;Profesional;;0
Zoila Leffler;Santa Marta;006-93-4622;F;6;17;Profesional;Farandula,Economica;1
Adrienne Schuster;Santa Marta;422-75-6499;M;1;35;Tecnico;Economica,Farandula;6
Forrest Feeney I;Cartagena;320-49-7891;M;6;53;Tecnico;;0
Karma Dach PhD;Barranquilla;091-43-9612;F;3;40;Tecnico;Economica;4
Claudine Hamill;Santa Marta;475-87-3802;M;6;18;Profesional;;0
Robbin Treutel;Barranquilla;246-09-1818;F;3;47;Tecnico;Farandula,Politica,Cientifica;1
Pres. Zonia Torp;Santa Marta;203-56-2712;F;3;44;Profesional especializacion/master;Economica,Cientifica,Politica,Farandula;5
Lynwood Prosacco;Cartagena;695-07-1036;M;6;40;Tecnico;Politica,Economica,Cientifica,Farandula;4
Madison Torp;Cartagena;134-92-4150;F;3;32;Tecnico;Cientifica,Economica;6
Roxie Kuhic I;Santa Marta;251-85-7044;F;1;30;Profesional;Cientifica;6
Dewayne Schuster;Cartagena;830-86-3158;F;1;57;Tecnico;Economica,Farandula,Cientifica;1
Mac Davis;Santa Marta;332-09-3106;M;1;40;Tecnico;Cientifica;5
Sen. Shantelle Greenholt;Barranquilla;722-47-5116;F;1;33;Profesional;Farandula,Politica,Cientifica,Economica;6
Mrs. Estell Moore;Cartagena;185-56-3588;M;5;38;Profesional;Politica,Economica,Farandula;6
Rep. Renda Ritchie;Barranquilla;272-47-9218;M;2;40;Profesional especializacion/master;Economica,Cientifica,Politica;4
Ms. Vincenzo West;Barranquilla;510-03-6772;F;3;57;Tecnico;Cientifica,Farandula;1
Samella Jones;Cartagena;406-45-5210;M;3;16;Profesional;Cientifica,Economica,Politica,Farandula;1
Rozanne Ankunding;Cartagena;637-07-7633;M;4;33;Tecnico;Cientifica;5
Rosemarie Goyette DDS;Cartagena;461-39-6234;F;1;21;Profesional;;0
Lionel Kris;Cartagena;223-30-7433;M;6;27;Profesional;Cientifica,Economica;6
Elizebeth Marvin;Cartagena;488-94-2529;M;5;19;Profesional;;0
George Hilpert IV;Cartagena;856-35-3929;M;6;45;Profesional doctorado;Economica,Farandula,Politica;6
Ocie Glover;Barranquilla;683-14-9467;M;3;45;Profesional doctorado;Politica,Farandula;5
Dick Kessler;Barranquilla;744-54-7881;M;4;37;Profesional;Cientifica,Politica;5
Rep. Blake Conn;Santa Marta;475-81-2005;M;5;27;Tecnico;Politica;4
Mitsuko Jast;Cartagena;127-68-3572;F;5;37;Tecnico;Politica,Economica,Cientifica;4
Jerri Muller;Santa Marta;897-16-4936;F;3;16;Profesional;;0
Brandon Breitenberg;Cartagena;192-92-1889;F;6;24;Profesional;Economica,Politica;5
Jayna Zboncak LLD;Barranquilla;377-67-3842;F;2;31;Tecnico;Cientifica,Farandula,Politica,Economica;5
Aide Pacocha;Cartagena;035-40-4402;F;6;18;Tecnico;;0
Annalee Lang;Barranquilla;284-87-8713;M;6;56;Profesional especializacion/master;Politica,Farandula;1
Verena Schinner;Barranquilla;358-66-9999;F;3;56;Profesional;;0
Wei Ankunding;Cartagena;525-62-9265;M;6;52;Profesional;Politica,Farandula,Economica,Cientifica;1
Karey Jast;Santa Marta;459-47-5948;F;6;52;Profesional especializacion/master;Farandula;1
Brady Goldner;Cartagena;661-98-8018;M;4;14;Colegio;Cientifica,Farandula,Politica,Economica;1
Joel Rosenbaum;Cartagena;016-27-7346;F;3;21;Tecnico;Farandula;1
Rep. Irving Lang;Santa Marta;831-32-8154;F;4;39;Profesional doctorado;Economica,Farandula;5
Steven Block;Cartagena;847-86-0796;F;2;33;Profesional;Politica;4
Renaldo DuBuque;Cartagena;847-42-0863;F;1;49;Tecnico;Cientifica,Economica,Politica,Farandula;1
Stacy Huels;Barranquilla;510-56-9541;F;4;50;Profesional;Economica,Politica,Farandula;1
Elroy Botsford DC;Cartagena;554-16-5896;M;3;57;Tecnico;;0
Nathanial Harvey;Cartagena;626-40-7678;F;1;59;Tecnico;Farandula,Politica,Cientifica,Economica;1
Msgr. Lashanda Thompson;Barranquilla;833-50-1483;M;2;28;Profesional;Farandula,Economica,Cientifica;6
Shelton Simonis;Barranquilla;278-76-3929;F;6;60;Profesional;Farandula;1
Dante Casper;Barranquilla;079-87-3272;F;3;35;Tecnico;Economica,Farandula;5
Tod Waelchi;Cartagena;692-46-8585;M;4;38;Profesional;Farandula,Economica;6
Danette Stroman;Santa Marta;841-03-9227;M;5;57;Profesional especializacion/master;Politica;1
Truman Corkery;Barranquilla;818-90-0155;F;6;42;Profesional;Politica;6
Catharine Bartell;Santa Marta;160-58-3788;F;3;20;Profesional;;0
Suellen Rodriguez LLD;Cartagena;899-56-0223;M;1;15;Colegio;Farandula;1
Klara Sawayn;Cartagena;642-37-3054;F;2;50;Profesional;;0
Patrick Kassulke;Cartagena;346-25-0673;F;4;15;Colegio;Cientifica,Politica,Farandula;1
Remedios Zboncak;Santa Marta;067-77-0683;M;6;21;Tecnico;;0
Miss Jennette Erdman;Cartagena;746-12-2235;M;3;32;Tecnico;Politica;6
Lucius Mante IV;Cartagena;538-52-5068;M;2;45;Profesional;Economica,Cientifica,Farandula,Politica;5
Corine Jenkins;Cartagena;107-22-5989;M;5;29;Profesional;Farandula;6
Everett Jacobson;Cartagena;752-62-7042;F;5;44;Tecnico;Politica;5
Prof. Tobias Rath;Santa Marta;382-71-7204;F;1;40;Tecnico;Farandula,Politica,Economica;5
Else Rempel;Barranquilla;849-89-7781;M;4;36;Profesional especializacion/master;Politica,Farandula,Cientifica;6
Brendan Kiehn;Santa Marta;008-79-0187;F;2;58;Tecnico;;0
Denyse Lemke;Cartagena;760-78-0733;M;3;19;Profesional;;0
Henriette Moen;Santa Marta;779-17-9160;M;4;35;Tecnico;Cientifica,Politica,Farandula;4
Louetta Nader;Barranquilla;025-03-0953;M;4;26;Profesional;Cientifica,Farandula,Politica;5
Fr. Anglea Bahringer;Barranquilla;076-08-4424;M;5;14;Colegio;Politica,Farandula;1
Joesph Parker;Barranquilla;467-61-1930;F;4;42;Tecnico;Economica,Politica,Cientifica;6
Kenia O'Conner;Cartagena;485-29-2101;M;3;46;Tecnico;;0
Kenton Purdy;Santa Marta;643-04-4029;M;2;41;Profesional;Politica;5
Leonel Hansen;Santa Marta;409-92-2526;M;6;30;Tecnico;Politica;5
Kourtney Schmitt;Cartagena;458-43-5028;M;1;18;Profesional;;0
Fumiko Schmitt;Barranquilla;812-38-9866;M;5;26;Profesional;Farandula;5
Claude Berge;Santa Marta;261-41-9928;M;4;26;Tecnico;Farandula,Cientifica;5
Jonathon Volkman;Cartagena;462-43-4752;M;3;34;Profesional;Cientifica;6
Rolf Fay PhD;Cartagena;846-38-8243;F;1;19;Tecnico;Economica,Farandula,Cientifica,Politica;1
Pete Carroll;Santa Marta;863-92-6464;F;4;28;Tecnico;Cientifica,Politica,Farandula,Economica;6
Rev. Pinkie Mertz;Barranquilla;613-07-2679;F;4;37;Tecnico;Politica,Cientifica,Farandula,Economica;5
Kelvin Wisozk;Santa Marta;347-16-4913;M;4;31;Tecnico;Farandula,Cientifica;6
Mark Upton;Barranquilla;811-87-4555;M;6;36;Tecnico;Politica;4
Eldon Hamill III;Santa Marta;426-28-0515;M;5;41;Tecnico;Economica,Cientifica,Politica,Farandula;5
Dorthea Borer;Barranquilla;516-33-1556;F;5;18;Profesional;Farandula;1
Efrain Murray;Cartagena;415-50-9227;F;3;25;Profesional;Economica,Politica;4
Freddie Schuppe;Santa Marta;754-96-9664;F;1;23;Profesional;Economica,Cientifica;4
Tomika Sanford;Santa Marta;542-29-0973;F;1;29;Tecnico;Politica,Economica,Cientifica;5
Theodore Adams;Barranquilla;340-58-7796;F;6;32;Profesional;Politica,Economica,Cientifica,Farandula;5
Orlando Stark DC;Barranquilla;608-13-2805;F;3;28;Tecnico;Cientifica;6
Nikki Kohler;Barranquilla;033-34-6820;F;5;59;Profesional;Economica,Cientifica,Farandula;1
Orville Zulauf;Cartagena;602-10-8079;F;6;36;Profesional;Cientifica,Economica,Politica;6
Guillermo Douglas;Cartagena;533-93-2669;M;1;56;Tecnico;;0
Cordelia Morissette IV;Cartagena;208-74-5270;M;4;57;Tecnico;;0
Greta Schinner;Barranquilla;432-85-0391;M;3;56;Profesional;Cientifica;1
Pres. Micheal Fisher;Barranquilla;648-05-3440;F;4;21;Profesional;Economica;1
Ricky Bruen;Cartagena;536-61-3822;F;1;53;Profesional doctorado;Politica,Cientifica,Farandula,Economica;1
Mr. Malcom Kuvalis;Barranquilla;182-88-7340;F;4;30;Tecnico;Politica,Economica;6
Thomasina Boyer MD;Barranquilla;433-40-3179;M;4;22;Profesional;Cientifica;5
Stan Blick;Santa Marta;641-66-1868;M;6;51;Profesional;Farandula,Economica,Cientifica;1
Modesto Donnelly;Cartagena;640-27-4805;F;3;54;Profesional;;0
Marhta Bailey;Barranquilla;282-45-8851;F;1;34;Profesional;Politica,Farandula,Economica;4
Rosemary Cormier;Cartagena;885-75-0588;F;1;51;Profesional especializacion/master;;0
Gertie Ferry;Barranquilla;581-72-9026;F;3;26;Profesional;Cientifica,Economica,Farandula,Politica;5
Dustin Kris;Santa Marta;425-24-3025;M;6;46;Tecnico;Economica,Politica,Farandula,Cientifica;1
Ilana Crooks;Barranquilla;361-73-9712;M;2;17;Tecnico;Politica,Economica;1
Christine Gerlach;Barranquilla;796-32-9595;M;3;15;Colegio;Farandula,Politica;1
Lorenzo Simonis;Santa Marta;739-56-8411;F;5;47;Profesional;;0
Homer Reilly IV;Barranquilla;753-24-8684;F;3;44;Profesional;Farandula;5
Pres. Saran Kozey;Cartagena;533-18-1935;M;5;19;Tecnico;;0
Tuan Johnson;Santa Marta;299-27-0667;F;4;21;Tecnico;Politica;1
Jeni Schaefer;Barranquilla;315-10-3985;F;6;51;Tecnico;;0
Edmund Friesen;Barranquilla;253-70-3448;F;6;33;Tecnico;Farandula;4
Gov. Joana Nikolaus;Cartagena;155-38-5956;M;1;51;Tecnico;Cientifica,Farandula,Economica;1
Mrs. Irwin Reinger;Cartagena;826-57-4805;F;2;37;Profesional doctorado;Cientifica,Economica,Farandula;5
Lauretta Russel;Cartagena;064-09-3081;F;3;50;Tecnico;;0
Aundrea Prosacco;Barranquilla;209-85-0192;F;6;49;Tecnico;Farandula,Politica;1
Alethia King;Barranquilla;526-35-2719;F;2;43;Tecnico;Politica;6
Mitch Huel;Barranquilla;148-63-9528;F;2;15;Colegio;Politica;1
Vincenzo Kub;Cartagena;628-09-4876;F;1;39;Tecnico;Economica,Politica,Farandula,Cientifica;5
Evita Harber;Santa Marta;305-23-6719;M;2;17;Profesional;Economica;1
Calvin Rolfson;Cartagena;813-24-7184;M;2;21;Tecnico;Economica,Politica,Farandula,Cientifica;1
Sterling Stracke;Cartagena;345-85-7921;F;5;25;Profesional;Economica,Cientifica;4
Sid Bauch;Santa Marta;303-66-0976;M;1;58;Tecnico;Economica,Cientifica,Farandula,Politica;1
Mrs. Franklyn Goodwin;Cartagena;754-80-2268;M;3;29;Tecnico;Economica;5
Marvin Von II;Barranquilla;486-68-6441;M;2;47;Profesional especializacion/master;Farandula;1
Stevie Yundt;Barranquilla;088-04-8698;F;4;44;Tecnico;Economica,Farandula,Cientifica,Politica;5
Yer Abernathy;Cartagena;655-48-9432;M;4;36;Tecnico;Economica,Cientifica,Politica;4
Irving Corkery;Santa Marta;889-75-7343;M;5;56;Profesional especializacion/master;Politica,Economica,Cientifica;1
